"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2019","2019",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2020","2020",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2021","2021",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","IRL","Ireland","2022","2022",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2010","2010",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2011","2011",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2012","2012",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2013","2013",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2014","2014",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2015","2015",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2016","2016",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2017","2017",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2018","2018",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2019","2019",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2020","2020",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2021","2021",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","IRL","Ireland","2022","2022",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2010","2010",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2011","2011",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2012","2012",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2013","2013",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2014","2014",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2015","2015",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2016","2016",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2017","2017",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2018","2018",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2019","2019",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2020","2020",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","ITA","Italy","2021","2021",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2010","2010",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2011","2011",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2012","2012",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2013","2013",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2014","2014",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2015","2015",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2016","2016",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2017","2017",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2018","2018",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2019","2019",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2020","2020",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","ITA","Italy","2021","2021",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2010","2010",48,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2011","2011",51.1,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2012","2012",56.5,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2013","2013",61,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2014","2014",63.2,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2015","2015",66.8,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2016","2016",67.8,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2017","2017",67.7,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2018","2018",70,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2019","2019",70.8,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2020","2020",72.2,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","KOR","Korea","2021","2021",72.2,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2010","2010",23738,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2011","2011",25448,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2012","2012",28253,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2013","2013",30652,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2014","2014",31871,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2015","2015",34099,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2016","2016",34720,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2017","2017",34787,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2018","2018",36135,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2019","2019",36670,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2020","2020",37432,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","KOR","Korea","2021","2021",37351,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2010","2010",89,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2011","2011",89.2,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2012","2012",88,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2013","2013",85.7,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2014","2014",84.5,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2015","2015",84.1,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2016","2016",84.3,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2017","2017",84.1,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2018","2018",83.6,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2019","2019",83.7,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2020","2020",83.2,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NLD","Netherlands","2021","2021",84.9,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2010","2010",14788,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2011","2011",14890,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2012","2012",14744,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2013","2013",14401,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2014","2014",14251,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2015","2015",14246,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2016","2016",14357,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2017","2017",14407,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2018","2018",14406,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2019","2019",14518,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2020","2020",14511,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2021","2021",14886,"E","Estimated value"
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2010","2010",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2011","2011",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2012","2012",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2013","2013",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2014","2014",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2015","2015",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2016","2016",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2017","2017",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2018","2018",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2019","2019",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2020","2020",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","TOTPOPTX","% of total population","NZL","New Zealand","2021","2021",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2010","2010",0,,
"PHINSUPI","Supplementary voluntary health insurance (VHI) coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2011","2011",0,,
